//2026/03/17 アップデート
//ID,Upper,Zone,Dropable,Sellable,Storageable,GuildStorageable,Cartable,Delay,Cooldown,Buyingable,Nonconsume,DropEffect
501,0,0,0,0,0,0,0,0,0,0,0,0	//赤ポーション
502,0,0,0,0,0,0,0,0,0,0,0,0	//紅ポーション
503,0,0,0,0,0,0,0,0,0,0,0,0	//黄ポーション
504,0,0,0,0,0,0,0,0,0,0,0,0	//白ポーション
505,0,0,0,0,0,0,0,0,0,0,0,0	//青ポーション
506,0,16,0,0,0,0,0,0,0,1,0,0	//緑ポーション
507,0,0,0,0,0,0,0,0,0,1,0,0	//赤ハーブ
508,0,0,0,0,0,0,0,0,0,1,0,0	//黄ハーブ
509,0,0,0,0,0,0,0,0,0,1,0,0	//白ハーブ
510,0,0,0,0,0,0,0,0,0,1,0,0	//青ハーブ
511,0,0,0,0,0,0,0,0,0,1,0,0	//緑ハーブ
512,0,0,0,0,0,0,0,0,0,1,0,0	//リンゴ
513,0,0,0,0,0,0,0,0,0,1,0,0	//バナナ
514,0,0,0,0,0,0,0,0,0,1,0,0	//ブドウ
515,0,0,0,0,0,0,0,0,0,1,0,0	//ニンジン
516,0,0,0,0,0,0,0,0,0,1,0,0	//いも
517,0,0,0,0,0,0,0,0,0,1,0,0	//にく
518,0,0,0,0,0,0,0,0,0,1,0,0	//ハチ蜜
519,0,0,0,0,0,0,0,0,0,1,0,0	//ミルク
520,0,0,0,0,0,0,0,0,0,1,0,0	//ヒナレの葉
521,0,0,0,0,0,0,0,0,0,1,0,0	//アロエの葉
522,0,0,0,0,0,0,0,0,0,1,0,0	//マステラの実
523,0,0,0,0,0,0,0,0,0,1,0,0	//聖水
525,0,16,0,0,0,0,0,0,0,1,0,0	//万能薬
526,0,0,0,0,0,0,0,0,0,1,0,0	//ローヤルゼリー
528,0,0,0,0,0,0,0,0,0,1,0,0	//化け物のエサ
529,0,0,0,0,0,0,0,0,0,1,0,0	//キャンディ
530,0,0,0,0,0,0,0,0,0,1,0,0	//スティックキャンディ
531,0,0,0,0,0,0,0,0,0,1,0,0	//リンゴジュース
532,0,0,0,0,0,0,0,0,0,1,0,0	//バナナジュース
533,0,0,0,0,0,0,0,0,0,1,0,0	//ブドウジュース
534,0,0,0,0,0,0,0,0,0,1,0,0	//ニンジンジュース
535,0,0,0,0,0,0,0,0,0,1,0,0	//カボチャ
536,0,0,0,0,0,0,0,0,0,1,0,0	//アイスクリーム
537,0,0,0,0,0,0,0,0,0,1,0,0	//ペットフード
538,0,0,0,0,0,0,0,0,0,1,0,0	//よく焼いたクッキー
539,0,0,0,0,0,0,0,0,0,1,0,0	//ひとくちケーキ
540,0,0,0,0,0,0,0,0,0,0,0,0	//ファルコンのえさ
541,0,0,0,0,0,0,0,0,0,0,0,0	//ペコペコのえさ
542,0,0,0,0,0,0,0,0,0,1,0,0	//ひなあられ
543,0,0,0,0,0,0,0,0,0,1,0,0	//菱餅
544,0,0,0,0,0,0,0,0,0,1,0,0	//おさしみ
545,0,0,0,0,0,0,0,0,0,0,0,0	//レッドスリムポーション
546,0,0,0,0,0,0,0,0,0,0,0,0	//イエロースリムポーション
547,0,0,0,0,0,0,0,0,0,0,0,0	//ホワイトスリムポーション
548,0,0,0,0,0,0,0,0,0,1,0,0	//チーズ
549,0,0,0,0,0,0,0,0,0,1,0,0	//おいしい焼きいも
550,0,0,0,0,0,0,0,0,0,1,0,0	//お米のお菓子
551,0,0,0,0,0,0,0,0,0,1,0,0	//お寿司
552,0,0,0,0,0,0,0,0,0,0,0,0	//KETUPAT
553,0,0,0,0,0,0,0,0,0,1,0,0	//小包子
554,0,0,0,0,0,0,0,0,0,1,0,0	//おもち
555,0,0,0,0,0,0,0,0,0,1,0,0	//おはぎ
556,0,0,0,0,0,0,0,0,0,1,0,0	//ガレットック
557,0,0,0,0,0,0,0,0,0,1,0,0	//トック
558,0,0,0,0,0,0,0,0,0,0,0,0	//チョコレート
559,0,0,0,0,0,0,0,0,0,0,0,0	//手作りチョコ
560,0,0,0,0,0,0,0,0,0,0,0,0	//手作りホワイトチョコ
